,Title,ReviewDate,Stay Date,comments,Restaurant_Name,Review_Sentiment
3074,b'Company Finance Team visit for lunch at Lagoon on 20/09/20',"b'Reviewed September 22, 2020 '",b'Date of visit: September 2020',"[b""Last Sunday we visited the lagoon for seafood lunch and it was perfect ambiance and amazing food. Excellent customer service from staff especially from the restaurant Lahiru, Manager Ranjith & from the kitchen Chef Abey.\nWe reserved the private dining table at bar end corner...to celebrate our Senior Accountant's birthday and we were given a great welcome and great service. \nBeing a hotelier my self for more than 28 years (overseas Marriott Hotels ) I can vouch the food quality from the starter to the dessert is more than expectation.\nThank you once again for maintaining excellent standard at Cinnamon Grand Lagoon Restaurant.More"", b'Dear Devadason \n\nWe are delighted to receive such an excellent feedback with a five-star rating. \nYour kind sentiments would be passed on to our associates.\nYour comments are much appreciated. \nPlease come again on your next visit for yet another great experience.']",Lagoon,POSITIVE
3075,b'Lamprais',b'Reviewed 3 weeks ago ',b'Date of visit: October 2020',"[b""After being away for 7 months we were so looking forward to eating again the lamprais that this place is famous for.  What a disappointment! They have either changed the cook or the supplier. The chicken was shredded into tiny pieces, the fish cutlets were...made out of chick peas and the prawn blachan was a tasteless lump of paste. We don't mind paying more for good quality but but no one likes to pay for bad quality. Hopefully the DBU will take note but until then they have lost us as customersMore""]",VOC Cafe,NEGATIVE
3076,b'Outstanding Food.',"b'Reviewed September 10, 2020 '",b'Date of visit: September 2020',[b'Yellow rice with black pork curry is really good. Worth the money you pay. Also I like their string hoppers with chicken curry. I like to try string hopper Koththu.'],VOC Cafe,POSITIVE
3077,b'Poor',"b'Reviewed March 8, 2020 '",b'Date of visit: March 2020',[b'This cafe is in the city part of a private club. The ambiance  o. k. They have  outside seating. Enough parking available. The toastie was burnt black and the pork inside was bad. The service excellent.'],VOC Cafe,POSITIVE
3078,b'Vegetarian  yellow  rice  & Vegetarian lump rice',"b'Reviewed March 7, 2020 '",b'Date of visit: October 2019',[b'The vegetarian yellow rice as well as the vegetarian lump rice was really good. I had both these on two different occassions. We stood a lunch for  a friend of ours  who came down on holiday from Canada  with her husband . They  as well...as my other friends  too really  enjoyed their  non veg lump rice . \n\nHad yellow rice on another day with a friend who had come from Australia. I have no hesitation in recommending  this place for Lump rice and yellow rice.More'],VOC Cafe,POSITIVE
3079,b'SPOILT ROTTING CHICKEN IN LUMPRAI ',"b'Reviewed February 16, 2020 '",b'Date of visit: February 2020',"[b""I bought lumprai today, and it was all spoilt.  The chicken was rotten and gave a bad stench. When I  called and complained , they just casually said ok someone will call you back but never did. Such bad attitude and poor service\n Most of...all they are so irresponsible as a food vendor.\nI've had this issue with their rolls, but never thought that they sold old rotten lumprai.More""]",VOC Cafe,NEGATIVE
3080,b'Yellow rice with black pork curry',"b'Reviewed February 13, 2020 '",b'Date of visit: December 2019',"[b""Nothing beats their yellow rice with black pork curry. It's definitely the best in town and tastes so fresh and homemade.""]",VOC Cafe,POSITIVE
3081,b'A Very Good Lunch Experience',"b'Reviewed February 1, 2020 '",b'Date of visit: January 2020',"[b'We had read quite a bit about this place and were not disappointed. The Mixed Lamprais was very good as was the Black Pork curry. A little warm water into the home-made Ginger beer and it was just right. For dessert, we had the Watalappan,...which tasted somewhat like Bebinca, and Love Cake, which I wish was a larger serving.\n\nThe ambience and service were pretty good too.More']",VOC Cafe,POSITIVE
3082,b'An excellent cafe',"b'Reviewed January 30, 2020 '",b'Date of visit: January 2020',"[b'VOC cafe is attached to a manificent wood panelled old mansion occupied by the Dutch Burgher Club . A quick tour of this building , brimming with charm and history is well worth doing before sitting down to a great lunch in the cafe ....The lamprais are very,  very good - there are various fillings but I had the mixed meat one which was really tasty and overall tremendous . The home made ginger beer is very good too - fresh and tangy . I think the fresh ginger and lime in my bottle helped cure a bad cold which I had at the time of my visit to VOC. This is very much a place where Colombo professionals come to sit and eat or order and take away food for lunch at weekends . Very restful and relaxing - I highly recommendMore']",VOC Cafe,POSITIVE
3083,b'Needs more publicity',"b'Reviewed January 19, 2020 '",b'Date of visit: January 2020',"[b""Located in a grand old building owned by the Dutch Burgher Union, with easy access from the main road and ample parking space. Their 'lamprais' rice is famous but is available only at lunch. We had the mixed grill and hoppers. The first was a...very large dish but I managed to finish it as it was so tasty. Must visit the place again to try their other dishes.More""]",VOC Cafe,POSITIVE
3084,b'Best Place To Dine With Family & Friends !',"b'Reviewed January 12, 2020 '",b'Date of visit: January 2020',"[b'VOC cafe as per the name name is one of the homely places you can find for a good meal that\xe2\x80\x99s worthy price. They have a great menu to tempt your tastebuds and the food is not disappointing at all. There isn\xe2\x80\x99t one item specific...to this place but every meal is soooo good. You should try their hopper menu for dinner which is superb. \nI would like if the waiting is reduced to an extent. Food and atmosphere is never a disappointment but sometimes with less people working, the waiting is longer. And at an event of an occasion, it\xe2\x80\x99s even more. \n\nHowever one of the best places you can enjoy a heartily meal which is worth for the price. Keep it up guys !More']",VOC Cafe,POSITIVE
3085,b'The Best Pork Char Siu',"b'Reviewed July 2, 2020 '",b'Date of visit: February 2020',"[b""The best Char Siu Pork I ever had! Can't wait to have more and would recommend to anyone looking for a delicious lunch in the area .""]",David's Dangerously Delicious Char Siu,POSITIVE
3086,b'Amazing Char Siu',"b'Reviewed June 30, 2020 '",b'Date of visit: February 2020',"[b'This is the most delectable Char Siu I\xe2\x80\x99ve had!! Succulent and melts in your mouth. Highly recommend.', b'Hello Cassie, Thank you for taking time to write a review on us and we are glad you loved and enjoyed it. Keep Loving DDD. \n\nDDD Team \xf0\x9f\x92\x96\xf0\x9f\x92\x96\xf0\x9f\x92\x96']",David's Dangerously Delicious Char Siu,POSITIVE
3087,b'Heavenly taste',"b'Reviewed June 30, 2020 '",b'Date of visit: March 2020',"[b'One of our favourite things to eat. Everything we have ordered from this restaurant has been spot on . Good stuff. Pork was awesome every time.', b'Hello Helen, Thank you for taking time to write a review on us and we are glad you loved and enjoyed it. Keep Loving DDD. \n\nDDD Team \xf0\x9f\x92\x96\xf0\x9f\x92\x96\xf0\x9f\x92\x96']",David's Dangerously Delicious Char Siu,POSITIVE
3088,b'Simple but Delicious',"b'Reviewed June 29, 2020 '",b'Date of visit: June 2020',"[b'Crispy on the edges but moist on the inside  - just the way it should be. Not to mention very reasonably priced!', b'Hello Ryan, Thank you for taking time to write a review on us and we are glad you loved and enjoyed it. Keep Loving DDD. \n\nDDD Team \xf0\x9f\x92\x96\xf0\x9f\x92\x96\xf0\x9f\x92\x96']",David's Dangerously Delicious Char Siu,POSITIVE
3089,b'Excellent Char Siu',"b'Reviewed June 29, 2020 '",b'Date of visit: March 2020',"[b""Visited this joint during a trip to Sri Lanka pre Covid. Was pleasantly surprised by how authentic and flavoursome the char siu pork was. So much so that I ended up getting it for lunch the next day as well - highly recommended if you're...looking for a tasty meat fix.More"", b'Hello Renuka, Thank you for taking time to write a review on us and we are glad you loved and enjoyed it. Keep Loving DDD. Visit us next time you travel SL.\n\nDDD Team \xf0\x9f\x92\x96\xf0\x9f\x92\x96\xf0\x9f\x92\x96']",David's Dangerously Delicious Char Siu,POSITIVE
3090,b'Charsiu pork',"b'Reviewed June 26, 2020 '",b'Date of visit: June 2020',"[b'I visited with my friends. Pork  was fantastic. Fresh fork and fresh package. I love this charsiu pack. It is so damn cute.', b'Hello Sweetride m, Thank you for taking time to write a review on us and we are glad you loved and enjoyed it. Keep Loving DDD. \n\nDDD Team \xf0\x9f\x92\x96\xf0\x9f\x92\x96\xf0\x9f\x92\x96']",David's Dangerously Delicious Char Siu,POSITIVE
3091,b'Curfew Delivery ',"b'Reviewed May 20, 2020 '",b'Date of visit: May 2020',"[b'I had a curfew delivery by Pick Me. The Char Siu Pork was delicious. The delivery was on time by pick me.', b'Hello there, thank you for the awesome review and we are so glad you enjoyed it. Next time you visit try our DDD Mighty Pork Burger for a delightful experience. Safe Travelling! \xe2\x99\xa5\xe2\x99\xa5\xe2\x99\xa5\xe2\x99\xa5 DDD Team']",David's Dangerously Delicious Char Siu,POSITIVE
3092,"b'Great Cake, Need to improve on other aspects of the whole experience'","b'Reviewed June 18, 2020 '",b'Date of visit: June 2020',"[b'Ordered a Chocolate fudge cake with raspberry coulis for a birthday on the 18th morning two days in advance, as I did not receive it in the morning I had to contact them to remember it. Especially it being a birthday I think there should...be more attention given to On Time Delivery. \nI personally think Proper Communication within employees is vital as if in case this was a birthday party it would have been a disaster, having said that credit should be given as the cake was of Excellent Quality & Taste. It looked great too.More']",Mitsi's Delicacies,NEGATIVE
